"id","radreply_dim","radaact_dim","ApplicationUser_dim","DeviceOwnership_dim","Vlan_dim"
1089,1863,12734,"a758fe35-8ffd-4b01-95c0-7dc86cd56a7e",290800752,"Vlan1"
1090,1863,12735,"a758fe35-8ffd-4b01-95c0-7dc86cd56a7e",290800752,"Vlan1"
1091,1863,12736,"a758fe35-8ffd-4b01-95c0-7dc86cd56a7e",290800752,"Vlan1"
1092,1863,12737,"a758fe35-8ffd-4b01-95c0-7dc86cd56a7e",290800752,"Vlan1"
1093,1863,12738,"a758fe35-8ffd-4b01-95c0-7dc86cd56a7e",290800752,"Vlan1"
1094,1863,12739,"a758fe35-8ffd-4b01-95c0-7dc86cd56a7e",290800752,"Vlan1"
1095,1863,12740,"a758fe35-8ffd-4b01-95c0-7dc86cd56a7e",290800752,"Vlan1"
1096,1876,3853,"8c8a5919-4408-4873-9aec-2891ace21423",292818314,"Vlan1"
1097,1876,3854,"8c8a5919-4408-4873-9aec-2891ace21423",292818314,"Vlan1"
1098,1876,3855,"8c8a5919-4408-4873-9aec-2891ace21423",292818314,"Vlan1"
1099,1876,3856,"8c8a5919-4408-4873-9aec-2891ace21423",292818314,"Vlan1"
1100,1876,3857,"8c8a5919-4408-4873-9aec-2891ace21423",292818314,"Vlan1"
1101,1876,3858,"8c8a5919-4408-4873-9aec-2891ace21423",292818314,"Vlan1"
1102,1877,23512,"6b6d5615-9d3c-4b6e-8d7e-36bb1926b88b",293200638,"Vlan1"
1103,1877,23513,"6b6d5615-9d3c-4b6e-8d7e-36bb1926b88b",293200638,"Vlan1"
1104,1877,23514,"6b6d5615-9d3c-4b6e-8d7e-36bb1926b88b",293200638,"Vlan1"
1105,1877,23515,"6b6d5615-9d3c-4b6e-8d7e-36bb1926b88b",293200638,"Vlan1"
1106,1877,23516,"6b6d5615-9d3c-4b6e-8d7e-36bb1926b88b",293200638,"Vlan1"
1107,1877,23517,"6b6d5615-9d3c-4b6e-8d7e-36bb1926b88b",293200638,"Vlan1"
1108,1884,27378,"152a6256-9243-452a-bcda-246b28fa12c4",294822708,"Vlan1"
1109,1884,27379,"152a6256-9243-452a-bcda-246b28fa12c4",294822708,"Vlan1"
1110,1884,27380,"152a6256-9243-452a-bcda-246b28fa12c4",294822708,"Vlan1"
1111,1884,27381,"152a6256-9243-452a-bcda-246b28fa12c4",294822708,"Vlan1"
1112,1887,1831,"8a88b973-7e8c-43cf-9fae-b68a4a070249",295024869,"Vlan1"
1113,1887,1832,"8a88b973-7e8c-43cf-9fae-b68a4a070249",295024869,"Vlan1"
1114,1887,1833,"8a88b973-7e8c-43cf-9fae-b68a4a070249",295024869,"Vlan1"
1115,1887,1834,"8a88b973-7e8c-43cf-9fae-b68a4a070249",295024869,"Vlan1"
1116,1887,1835,"8a88b973-7e8c-43cf-9fae-b68a4a070249",295024869,"Vlan1"
1117,1887,1836,"8a88b973-7e8c-43cf-9fae-b68a4a070249",295024869,"Vlan1"
1118,1887,1837,"8a88b973-7e8c-43cf-9fae-b68a4a070249",295024869,"Vlan1"
1119,1887,1838,"8a88b973-7e8c-43cf-9fae-b68a4a070249",295024869,"Vlan1"
1120,1887,1839,"8a88b973-7e8c-43cf-9fae-b68a4a070249",295024869,"Vlan1"
1121,1887,1840,"8a88b973-7e8c-43cf-9fae-b68a4a070249",295024869,"Vlan1"
1122,1889,10984,"aeca73f4-8bde-4041-bd94-9fb3cfb9a259",295218780,"Vlan1"
1123,1889,10985,"aeca73f4-8bde-4041-bd94-9fb3cfb9a259",295218780,"Vlan1"
1124,1889,10986,"aeca73f4-8bde-4041-bd94-9fb3cfb9a259",295218780,"Vlan1"
1125,1889,10987,"aeca73f4-8bde-4041-bd94-9fb3cfb9a259",295218780,"Vlan1"
1126,1889,10988,"aeca73f4-8bde-4041-bd94-9fb3cfb9a259",295218780,"Vlan1"
1127,1900,1448,"52f4199b-a3cd-4233-8ade-cdc9207c5111",296641262,"Vlan1"
1128,1944,231,"6a77a8d0-8b26-4d74-b826-eeeffa9aa9dd",303283464,"Vlan1"
1129,1944,232,"6a77a8d0-8b26-4d74-b826-eeeffa9aa9dd",303283464,"Vlan1"
1130,1944,233,"6a77a8d0-8b26-4d74-b826-eeeffa9aa9dd",303283464,"Vlan1"
1131,1962,25078,"7b016e5f-2e52-441c-944f-80f4af11c707",305921318,"Vlan1"
1132,1981,22836,"c3498c79-ce45-4723-8582-b762650dbccb",308529501,"Vlan1"
1133,1981,22837,"c3498c79-ce45-4723-8582-b762650dbccb",308529501,"Vlan1"
1134,1981,22838,"c3498c79-ce45-4723-8582-b762650dbccb",308529501,"Vlan1"
1135,1981,22839,"c3498c79-ce45-4723-8582-b762650dbccb",308529501,"Vlan1"
1136,1981,22840,"c3498c79-ce45-4723-8582-b762650dbccb",308529501,"Vlan1"
1137,1981,22841,"c3498c79-ce45-4723-8582-b762650dbccb",308529501,"Vlan1"
1138,1990,18830,"6e49badf-7b4a-4e07-b9c8-1eb8c95a3d18",309905511,"Vlan1"
1139,1990,18831,"6e49badf-7b4a-4e07-b9c8-1eb8c95a3d18",309905511,"Vlan1"
1140,1990,18832,"6e49badf-7b4a-4e07-b9c8-1eb8c95a3d18",309905511,"Vlan1"
1141,1999,29445,"0d2e7279-c397-4771-b59d-c29594587e19",311369947,"Vlan1"
1142,1999,29446,"0d2e7279-c397-4771-b59d-c29594587e19",311369947,"Vlan1"
1143,1999,29447,"0d2e7279-c397-4771-b59d-c29594587e19",311369947,"Vlan1"
1144,1999,29448,"0d2e7279-c397-4771-b59d-c29594587e19",311369947,"Vlan1"
1145,2013,26482,"95a401fe-6d57-49e4-be33-dd1f59326b6e",312654190,"Vlan1"
1146,2013,26483,"95a401fe-6d57-49e4-be33-dd1f59326b6e",312654190,"Vlan1"
1147,2013,26484,"95a401fe-6d57-49e4-be33-dd1f59326b6e",312654190,"Vlan1"
1148,2013,26485,"95a401fe-6d57-49e4-be33-dd1f59326b6e",312654190,"Vlan1"
1149,2013,26486,"95a401fe-6d57-49e4-be33-dd1f59326b6e",312654190,"Vlan1"
1150,2013,26487,"95a401fe-6d57-49e4-be33-dd1f59326b6e",312654190,"Vlan1"
1151,2013,26488,"95a401fe-6d57-49e4-be33-dd1f59326b6e",312654190,"Vlan1"
1152,2013,26489,"95a401fe-6d57-49e4-be33-dd1f59326b6e",312654190,"Vlan1"
1153,2013,26490,"95a401fe-6d57-49e4-be33-dd1f59326b6e",312654190,"Vlan1"
1154,2031,2092,"467498e4-1319-4b40-8a88-c0fa6d3231ef",315912396,"Vlan1"
1155,2055,4470,"77771f4e-caed-49e3-b927-0f4878e0cf1c",320854650,"Vlan1"
1156,2055,4471,"77771f4e-caed-49e3-b927-0f4878e0cf1c",320854650,"Vlan1"
1157,2058,23591,"98c148fa-ac09-4b6c-91b4-12925d0a2bd6",321081075,"Vlan1"
1158,2058,23592,"98c148fa-ac09-4b6c-91b4-12925d0a2bd6",321081075,"Vlan1"
1159,2058,23593,"98c148fa-ac09-4b6c-91b4-12925d0a2bd6",321081075,"Vlan1"
1160,2058,23594,"98c148fa-ac09-4b6c-91b4-12925d0a2bd6",321081075,"Vlan1"
1161,2058,23595,"98c148fa-ac09-4b6c-91b4-12925d0a2bd6",321081075,"Vlan1"
1162,2058,23596,"98c148fa-ac09-4b6c-91b4-12925d0a2bd6",321081075,"Vlan1"
1163,2059,14454,"35f603ed-6a56-4b43-9b4a-fd35e2ba0a0f",321231218,"Vlan1"
1164,2067,12247,"c679612c-3cb0-4ed7-b5da-06ddb9922295",322792412,"Vlan1"
1165,2067,12248,"c679612c-3cb0-4ed7-b5da-06ddb9922295",322792412,"Vlan1"
1166,2067,12249,"c679612c-3cb0-4ed7-b5da-06ddb9922295",322792412,"Vlan1"
1167,2067,12250,"c679612c-3cb0-4ed7-b5da-06ddb9922295",322792412,"Vlan1"
1168,2067,12251,"c679612c-3cb0-4ed7-b5da-06ddb9922295",322792412,"Vlan1"
1169,2068,2868,"fa4b72bd-4225-4c1b-994e-6453e4f3c699",322882827,"Vlan1"
1170,2068,2869,"fa4b72bd-4225-4c1b-994e-6453e4f3c699",322882827,"Vlan1"
1171,2068,2870,"fa4b72bd-4225-4c1b-994e-6453e4f3c699",322882827,"Vlan1"
1172,2068,2871,"fa4b72bd-4225-4c1b-994e-6453e4f3c699",322882827,"Vlan1"
1173,2068,2872,"fa4b72bd-4225-4c1b-994e-6453e4f3c699",322882827,"Vlan1"
1174,2068,2873,"fa4b72bd-4225-4c1b-994e-6453e4f3c699",322882827,"Vlan1"
1175,2078,8510,"cd56095e-8c42-40f9-8722-db2be77fce60",324340115,"Vlan1"
1176,2078,8511,"cd56095e-8c42-40f9-8722-db2be77fce60",324340115,"Vlan1"
1177,2078,8512,"cd56095e-8c42-40f9-8722-db2be77fce60",324340115,"Vlan1"
1178,2078,8513,"cd56095e-8c42-40f9-8722-db2be77fce60",324340115,"Vlan1"
1179,2078,8514,"cd56095e-8c42-40f9-8722-db2be77fce60",324340115,"Vlan1"
1180,2078,8515,"cd56095e-8c42-40f9-8722-db2be77fce60",324340115,"Vlan1"
1181,2078,8516,"cd56095e-8c42-40f9-8722-db2be77fce60",324340115,"Vlan1"
1182,2078,8517,"cd56095e-8c42-40f9-8722-db2be77fce60",324340115,"Vlan1"
1183,2092,22534,"816b5635-d49a-4429-9830-750f6a849c9d",326292014,"Vlan1"
1184,2092,22535,"816b5635-d49a-4429-9830-750f6a849c9d",326292014,"Vlan1"
1185,2092,22536,"816b5635-d49a-4429-9830-750f6a849c9d",326292014,"Vlan1"
1186,2092,22537,"816b5635-d49a-4429-9830-750f6a849c9d",326292014,"Vlan1"
1187,2092,22538,"816b5635-d49a-4429-9830-750f6a849c9d",326292014,"Vlan1"
1188,2092,22539,"816b5635-d49a-4429-9830-750f6a849c9d",326292014,"Vlan1"
1189,2092,22540,"816b5635-d49a-4429-9830-750f6a849c9d",326292014,"Vlan1"
1190,2092,22541,"816b5635-d49a-4429-9830-750f6a849c9d",326292014,"Vlan1"
1191,2092,22542,"816b5635-d49a-4429-9830-750f6a849c9d",326292014,"Vlan1"
1192,2093,35237,"757cd8f7-ab1e-4ccf-9666-308ed9473555",326561276,"Vlan1"
1193,2093,35238,"757cd8f7-ab1e-4ccf-9666-308ed9473555",326561276,"Vlan1"
1194,2093,35239,"757cd8f7-ab1e-4ccf-9666-308ed9473555",326561276,"Vlan1"
1195,2093,35240,"757cd8f7-ab1e-4ccf-9666-308ed9473555",326561276,"Vlan1"
1196,2093,35241,"757cd8f7-ab1e-4ccf-9666-308ed9473555",326561276,"Vlan1"
1197,2093,35242,"757cd8f7-ab1e-4ccf-9666-308ed9473555",326561276,"Vlan1"
1198,2093,35243,"757cd8f7-ab1e-4ccf-9666-308ed9473555",326561276,"Vlan1"
1199,2093,35244,"757cd8f7-ab1e-4ccf-9666-308ed9473555",326561276,"Vlan1"
1200,2093,35245,"757cd8f7-ab1e-4ccf-9666-308ed9473555",326561276,"Vlan1"
1201,2102,20763,"163da362-9f50-4e3c-a30a-f9c2bdca3063",328459672,"Vlan1"
1202,2102,20764,"163da362-9f50-4e3c-a30a-f9c2bdca3063",328459672,"Vlan1"
1203,2102,20765,"163da362-9f50-4e3c-a30a-f9c2bdca3063",328459672,"Vlan1"
1204,2102,20766,"163da362-9f50-4e3c-a30a-f9c2bdca3063",328459672,"Vlan1"
1205,2102,20767,"163da362-9f50-4e3c-a30a-f9c2bdca3063",328459672,"Vlan1"
1206,2104,5344,"99eb366c-6315-4ff0-aa2e-293190986e11",328530133,"Vlan1"
1207,2104,5345,"99eb366c-6315-4ff0-aa2e-293190986e11",328530133,"Vlan1"
1208,2104,5346,"99eb366c-6315-4ff0-aa2e-293190986e11",328530133,"Vlan1"
1209,2104,5347,"99eb366c-6315-4ff0-aa2e-293190986e11",328530133,"Vlan1"
1210,2104,5348,"99eb366c-6315-4ff0-aa2e-293190986e11",328530133,"Vlan1"
1211,2106,14088,"31f63617-93c1-49b9-a2a5-ae0abeaa3957",328822555,"Vlan1"
1212,2106,14089,"31f63617-93c1-49b9-a2a5-ae0abeaa3957",328822555,"Vlan1"
1213,2106,14090,"31f63617-93c1-49b9-a2a5-ae0abeaa3957",328822555,"Vlan1"
1214,2106,14091,"31f63617-93c1-49b9-a2a5-ae0abeaa3957",328822555,"Vlan1"
1215,2108,9205,"eaa690cc-d666-4a50-a97a-38718741c7ed",329151704,"Vlan1"
1216,2108,9206,"eaa690cc-d666-4a50-a97a-38718741c7ed",329151704,"Vlan1"
1217,2108,9207,"eaa690cc-d666-4a50-a97a-38718741c7ed",329151704,"Vlan1"
1218,2108,9208,"eaa690cc-d666-4a50-a97a-38718741c7ed",329151704,"Vlan1"
1219,2108,9209,"eaa690cc-d666-4a50-a97a-38718741c7ed",329151704,"Vlan1"
1220,2109,28844,"5f7f3e39-c380-49b0-b13a-69671106089e",329163601,"Vlan1"
1221,2109,28845,"5f7f3e39-c380-49b0-b13a-69671106089e",329163601,"Vlan1"
1222,2109,28846,"5f7f3e39-c380-49b0-b13a-69671106089e",329163601,"Vlan1"
1223,2109,28847,"5f7f3e39-c380-49b0-b13a-69671106089e",329163601,"Vlan1"
1224,2109,28848,"5f7f3e39-c380-49b0-b13a-69671106089e",329163601,"Vlan1"
1225,2109,28849,"5f7f3e39-c380-49b0-b13a-69671106089e",329163601,"Vlan1"
1226,2109,28850,"5f7f3e39-c380-49b0-b13a-69671106089e",329163601,"Vlan1"
1227,2112,15057,"f899addd-73f1-478d-a84a-d6dfc8e4221e",329208193,"Vlan1"
1228,2112,15058,"f899addd-73f1-478d-a84a-d6dfc8e4221e",329208193,"Vlan1"
1229,2112,15059,"f899addd-73f1-478d-a84a-d6dfc8e4221e",329208193,"Vlan1"
1230,2112,15060,"f899addd-73f1-478d-a84a-d6dfc8e4221e",329208193,"Vlan1"
1231,2112,15061,"f899addd-73f1-478d-a84a-d6dfc8e4221e",329208193,"Vlan1"
1232,2112,15062,"f899addd-73f1-478d-a84a-d6dfc8e4221e",329208193,"Vlan1"
1233,2112,15063,"f899addd-73f1-478d-a84a-d6dfc8e4221e",329208193,"Vlan1"
1234,2112,15064,"f899addd-73f1-478d-a84a-d6dfc8e4221e",329208193,"Vlan1"
1235,2146,16026,"1af57927-83b2-4bb1-ad6c-6d73fa4696f6",334045604,"Vlan1"
1236,2146,16027,"1af57927-83b2-4bb1-ad6c-6d73fa4696f6",334045604,"Vlan1"
1237,2146,16028,"1af57927-83b2-4bb1-ad6c-6d73fa4696f6",334045604,"Vlan1"
1238,2146,16029,"1af57927-83b2-4bb1-ad6c-6d73fa4696f6",334045604,"Vlan1"
1239,2146,16030,"1af57927-83b2-4bb1-ad6c-6d73fa4696f6",334045604,"Vlan1"
1240,2146,16031,"1af57927-83b2-4bb1-ad6c-6d73fa4696f6",334045604,"Vlan1"
1241,2146,16032,"1af57927-83b2-4bb1-ad6c-6d73fa4696f6",334045604,"Vlan1"
1242,2149,22689,"1cd21e7d-ec82-4d25-a588-5c53a9874872",334099354,"Vlan1"
1243,2149,22690,"1cd21e7d-ec82-4d25-a588-5c53a9874872",334099354,"Vlan1"
1244,2149,22691,"1cd21e7d-ec82-4d25-a588-5c53a9874872",334099354,"Vlan1"
1245,2149,22692,"1cd21e7d-ec82-4d25-a588-5c53a9874872",334099354,"Vlan1"
1246,2149,22693,"1cd21e7d-ec82-4d25-a588-5c53a9874872",334099354,"Vlan1"
1247,2149,22694,"1cd21e7d-ec82-4d25-a588-5c53a9874872",334099354,"Vlan1"
1248,2149,22695,"1cd21e7d-ec82-4d25-a588-5c53a9874872",334099354,"Vlan1"
1249,2149,22696,"1cd21e7d-ec82-4d25-a588-5c53a9874872",334099354,"Vlan1"
1250,2163,7177,"2882821e-5200-40e2-a0eb-854c39a700c9",336250034,"Vlan1"
1251,2163,7178,"2882821e-5200-40e2-a0eb-854c39a700c9",336250034,"Vlan1"
1252,2163,7179,"2882821e-5200-40e2-a0eb-854c39a700c9",336250034,"Vlan1"
1253,2163,7180,"2882821e-5200-40e2-a0eb-854c39a700c9",336250034,"Vlan1"
1254,2163,7181,"2882821e-5200-40e2-a0eb-854c39a700c9",336250034,"Vlan1"
1255,2163,7182,"2882821e-5200-40e2-a0eb-854c39a700c9",336250034,"Vlan1"
1256,2163,7183,"2882821e-5200-40e2-a0eb-854c39a700c9",336250034,"Vlan1"
1257,2163,7184,"2882821e-5200-40e2-a0eb-854c39a700c9",336250034,"Vlan1"
1258,2171,4592,"71c0ca1b-5af8-4688-a659-a1458db3c63c",337695560,"Vlan1"
1259,2171,4593,"71c0ca1b-5af8-4688-a659-a1458db3c63c",337695560,"Vlan1"
1260,2171,4594,"71c0ca1b-5af8-4688-a659-a1458db3c63c",337695560,"Vlan1"
1261,2171,4595,"71c0ca1b-5af8-4688-a659-a1458db3c63c",337695560,"Vlan1"
1262,2171,4596,"71c0ca1b-5af8-4688-a659-a1458db3c63c",337695560,"Vlan1"
1263,2171,4597,"71c0ca1b-5af8-4688-a659-a1458db3c63c",337695560,"Vlan1"
1264,2171,4598,"71c0ca1b-5af8-4688-a659-a1458db3c63c",337695560,"Vlan1"
1265,2172,6306,"cf9238b6-ab22-4747-bc23-d8c5fdc44cb1",337708212,"Vlan1"
1266,2172,6307,"cf9238b6-ab22-4747-bc23-d8c5fdc44cb1",337708212,"Vlan1"
1267,2172,6308,"cf9238b6-ab22-4747-bc23-d8c5fdc44cb1",337708212,"Vlan1"
1268,2172,6309,"cf9238b6-ab22-4747-bc23-d8c5fdc44cb1",337708212,"Vlan1"
1269,2172,6310,"cf9238b6-ab22-4747-bc23-d8c5fdc44cb1",337708212,"Vlan1"
1270,2172,6311,"cf9238b6-ab22-4747-bc23-d8c5fdc44cb1",337708212,"Vlan1"
1271,2173,19570,"691f902c-568a-4bcc-b27d-c20c0b4a05f5",337877602,"Vlan1"
1272,2173,19571,"691f902c-568a-4bcc-b27d-c20c0b4a05f5",337877602,"Vlan1"
1273,2173,19572,"691f902c-568a-4bcc-b27d-c20c0b4a05f5",337877602,"Vlan1"
1274,2173,19573,"691f902c-568a-4bcc-b27d-c20c0b4a05f5",337877602,"Vlan1"
1275,2173,19574,"691f902c-568a-4bcc-b27d-c20c0b4a05f5",337877602,"Vlan1"
1276,2173,19575,"691f902c-568a-4bcc-b27d-c20c0b4a05f5",337877602,"Vlan1"
1277,2173,19576,"691f902c-568a-4bcc-b27d-c20c0b4a05f5",337877602,"Vlan1"
1278,2173,19577,"691f902c-568a-4bcc-b27d-c20c0b4a05f5",337877602,"Vlan1"
1279,2173,19578,"691f902c-568a-4bcc-b27d-c20c0b4a05f5",337877602,"Vlan1"
1280,2173,19579,"691f902c-568a-4bcc-b27d-c20c0b4a05f5",337877602,"Vlan1"
1281,2176,20943,"214b870f-990f-43b2-a7f5-62ae97c156cc",338567161,"Vlan1"
1282,2182,362,"c17bacca-c6fd-40d8-9464-28b2375bcdf5",338993141,"Vlan1"
1283,2182,363,"c17bacca-c6fd-40d8-9464-28b2375bcdf5",338993141,"Vlan1"
1284,2182,364,"c17bacca-c6fd-40d8-9464-28b2375bcdf5",338993141,"Vlan1"
1285,2182,365,"c17bacca-c6fd-40d8-9464-28b2375bcdf5",338993141,"Vlan1"
1286,2182,366,"c17bacca-c6fd-40d8-9464-28b2375bcdf5",338993141,"Vlan1"
1287,2208,1665,"75bc49d1-6d24-4048-a39f-bf1efa5f4f4e",343088665,"Vlan1"
1288,2208,1666,"75bc49d1-6d24-4048-a39f-bf1efa5f4f4e",343088665,"Vlan1"
1289,2208,1667,"75bc49d1-6d24-4048-a39f-bf1efa5f4f4e",343088665,"Vlan1"
1290,2208,1668,"75bc49d1-6d24-4048-a39f-bf1efa5f4f4e",343088665,"Vlan1"
1291,2221,30001,"157b0485-705b-49e4-b548-5af75cc9341c",345031222,"Vlan1"
1292,2221,30002,"157b0485-705b-49e4-b548-5af75cc9341c",345031222,"Vlan1"
1293,2221,30003,"157b0485-705b-49e4-b548-5af75cc9341c",345031222,"Vlan1"
1294,2221,30004,"157b0485-705b-49e4-b548-5af75cc9341c",345031222,"Vlan1"
1295,2221,30005,"157b0485-705b-49e4-b548-5af75cc9341c",345031222,"Vlan1"
1296,2221,30006,"157b0485-705b-49e4-b548-5af75cc9341c",345031222,"Vlan1"
1297,2221,30007,"157b0485-705b-49e4-b548-5af75cc9341c",345031222,"Vlan1"
1298,2221,30008,"157b0485-705b-49e4-b548-5af75cc9341c",345031222,"Vlan1"
1299,2269,5209,"7f487e26-be0b-4b57-a6d4-079e4f53ec1d",354430673,"Vlan1"
1300,2269,5210,"7f487e26-be0b-4b57-a6d4-079e4f53ec1d",354430673,"Vlan1"
1301,2269,5211,"7f487e26-be0b-4b57-a6d4-079e4f53ec1d",354430673,"Vlan1"
1302,2269,5212,"7f487e26-be0b-4b57-a6d4-079e4f53ec1d",354430673,"Vlan1"
1303,2269,5213,"7f487e26-be0b-4b57-a6d4-079e4f53ec1d",354430673,"Vlan1"
1304,2269,5214,"7f487e26-be0b-4b57-a6d4-079e4f53ec1d",354430673,"Vlan1"
1305,2269,5215,"7f487e26-be0b-4b57-a6d4-079e4f53ec1d",354430673,"Vlan1"
1306,2269,5216,"7f487e26-be0b-4b57-a6d4-079e4f53ec1d",354430673,"Vlan1"
1307,2269,5217,"7f487e26-be0b-4b57-a6d4-079e4f53ec1d",354430673,"Vlan1"
1308,2269,5218,"7f487e26-be0b-4b57-a6d4-079e4f53ec1d",354430673,"Vlan1"
1309,2270,22631,"b3716e04-3a98-4b95-863d-c3e9abaa40cf",354497963,"Vlan1"
1310,2270,22632,"b3716e04-3a98-4b95-863d-c3e9abaa40cf",354497963,"Vlan1"
1311,2270,22633,"b3716e04-3a98-4b95-863d-c3e9abaa40cf",354497963,"Vlan1"
1312,2270,22634,"b3716e04-3a98-4b95-863d-c3e9abaa40cf",354497963,"Vlan1"
1313,2270,22635,"b3716e04-3a98-4b95-863d-c3e9abaa40cf",354497963,"Vlan1"
1314,2275,4207,"8066e4e6-f550-4995-b9ed-ac8bb0810cb3",354940786,"Vlan1"
1315,2275,4208,"8066e4e6-f550-4995-b9ed-ac8bb0810cb3",354940786,"Vlan1"
1316,2275,4209,"8066e4e6-f550-4995-b9ed-ac8bb0810cb3",354940786,"Vlan1"
1317,2285,11423,"3ced1a38-6eb8-401e-abd2-31363f5f1e37",356730023,"Vlan1"
1318,2285,11424,"3ced1a38-6eb8-401e-abd2-31363f5f1e37",356730023,"Vlan1"
1319,2285,11425,"3ced1a38-6eb8-401e-abd2-31363f5f1e37",356730023,"Vlan1"
1320,2285,11426,"3ced1a38-6eb8-401e-abd2-31363f5f1e37",356730023,"Vlan1"
1321,2285,11427,"3ced1a38-6eb8-401e-abd2-31363f5f1e37",356730023,"Vlan1"
1322,2285,11428,"3ced1a38-6eb8-401e-abd2-31363f5f1e37",356730023,"Vlan1"
1323,2285,11429,"3ced1a38-6eb8-401e-abd2-31363f5f1e37",356730023,"Vlan1"
1324,2316,15220,"8953349b-4ad2-42f1-8113-6af50452a821",363206274,"Vlan1"
1325,2316,15221,"8953349b-4ad2-42f1-8113-6af50452a821",363206274,"Vlan1"
1326,2316,15222,"8953349b-4ad2-42f1-8113-6af50452a821",363206274,"Vlan1"
1327,2316,15223,"8953349b-4ad2-42f1-8113-6af50452a821",363206274,"Vlan1"
1328,2316,15224,"8953349b-4ad2-42f1-8113-6af50452a821",363206274,"Vlan1"
1329,2317,32951,"2e739dcb-c7d0-43e6-96ea-156a824ce72b",363368362,"Vlan1"
1330,2317,32952,"2e739dcb-c7d0-43e6-96ea-156a824ce72b",363368362,"Vlan1"
1331,2317,32953,"2e739dcb-c7d0-43e6-96ea-156a824ce72b",363368362,"Vlan1"
1332,2317,32954,"2e739dcb-c7d0-43e6-96ea-156a824ce72b",363368362,"Vlan1"
1333,2317,32955,"2e739dcb-c7d0-43e6-96ea-156a824ce72b",363368362,"Vlan1"
1334,2320,2390,"578fbd4b-42a9-404f-9de4-b5658c8f264c",364382119,"Vlan1"
1335,2320,2391,"578fbd4b-42a9-404f-9de4-b5658c8f264c",364382119,"Vlan1"
1336,2320,2392,"578fbd4b-42a9-404f-9de4-b5658c8f264c",364382119,"Vlan1"
1337,2320,2393,"578fbd4b-42a9-404f-9de4-b5658c8f264c",364382119,"Vlan1"
1338,2321,30528,"8bc9a1e7-4b3c-46c6-bc6c-8c979b7cd856",364479501,"Vlan1"
1339,2321,30529,"8bc9a1e7-4b3c-46c6-bc6c-8c979b7cd856",364479501,"Vlan1"
1340,2321,30530,"8bc9a1e7-4b3c-46c6-bc6c-8c979b7cd856",364479501,"Vlan1"
1341,2336,28901,"a6e4f1be-39c2-49ff-af5a-3a420aade0ae",365968990,"Vlan1"
1342,2336,28902,"a6e4f1be-39c2-49ff-af5a-3a420aade0ae",365968990,"Vlan1"
1343,2336,28903,"a6e4f1be-39c2-49ff-af5a-3a420aade0ae",365968990,"Vlan1"
1344,2336,28904,"a6e4f1be-39c2-49ff-af5a-3a420aade0ae",365968990,"Vlan1"
1345,2336,28905,"a6e4f1be-39c2-49ff-af5a-3a420aade0ae",365968990,"Vlan1"
1346,2340,4656,"54d463e6-754f-4164-b6c3-8d1eba199875",366708668,"Vlan1"
1347,2340,4657,"54d463e6-754f-4164-b6c3-8d1eba199875",366708668,"Vlan1"
1348,2340,4658,"54d463e6-754f-4164-b6c3-8d1eba199875",366708668,"Vlan1"
1349,2340,4659,"54d463e6-754f-4164-b6c3-8d1eba199875",366708668,"Vlan1"
1350,2340,4660,"54d463e6-754f-4164-b6c3-8d1eba199875",366708668,"Vlan1"
1351,2347,26674,"8f5bce69-9803-4693-8f78-b8e41888555d",368760734,"Vlan1"
1352,2347,26675,"8f5bce69-9803-4693-8f78-b8e41888555d",368760734,"Vlan1"
1353,2347,26676,"8f5bce69-9803-4693-8f78-b8e41888555d",368760734,"Vlan1"
1354,2379,19102,"3c4576c9-885d-4185-9fdf-6b2842dd40d9",373930373,"Vlan1"
1355,2379,19103,"3c4576c9-885d-4185-9fdf-6b2842dd40d9",373930373,"Vlan1"
1356,2379,19104,"3c4576c9-885d-4185-9fdf-6b2842dd40d9",373930373,"Vlan1"
1357,2379,19105,"3c4576c9-885d-4185-9fdf-6b2842dd40d9",373930373,"Vlan1"
1358,2379,19106,"3c4576c9-885d-4185-9fdf-6b2842dd40d9",373930373,"Vlan1"
1359,2383,22947,"6901d537-7ff5-40de-bc54-a79c25cbc40c",374937279,"Vlan1"
1360,2384,8750,"372eae34-77a7-4402-9859-85aceaf3d1db",375056300,"Vlan1"
1361,2384,8751,"372eae34-77a7-4402-9859-85aceaf3d1db",375056300,"Vlan1"
1362,2384,8752,"372eae34-77a7-4402-9859-85aceaf3d1db",375056300,"Vlan1"
1363,2384,8753,"372eae34-77a7-4402-9859-85aceaf3d1db",375056300,"Vlan1"
1364,2384,8754,"372eae34-77a7-4402-9859-85aceaf3d1db",375056300,"Vlan1"
1365,2384,8755,"372eae34-77a7-4402-9859-85aceaf3d1db",375056300,"Vlan1"
1366,2384,8756,"372eae34-77a7-4402-9859-85aceaf3d1db",375056300,"Vlan1"
1367,2384,8757,"372eae34-77a7-4402-9859-85aceaf3d1db",375056300,"Vlan1"
1368,2384,8758,"372eae34-77a7-4402-9859-85aceaf3d1db",375056300,"Vlan1"
1369,2393,12549,"d1c78322-8e27-4af4-9d43-0eb0a47e0c24",376654132,"Vlan1"
1370,2393,12550,"d1c78322-8e27-4af4-9d43-0eb0a47e0c24",376654132,"Vlan1"
1371,2393,12551,"d1c78322-8e27-4af4-9d43-0eb0a47e0c24",376654132,"Vlan1"
1372,2393,12552,"d1c78322-8e27-4af4-9d43-0eb0a47e0c24",376654132,"Vlan1"
